"","V1","V2","blastp"
"49427","Sinv_RNA-XM_026133512.1_R3","gene_12476","piggyBac transposable element-derived protein 4-like [Onthophagus taurus]"
"49430","Aech_RNA14475_R0","gene_12292","PREDICTED: serine/threonine-protein kinase SIK3 homolog [Trachymyrmex septentrionalis]"
"49431","Aech_RNA3725_R1","gene_12477","PREDICTED: uncharacterized protein LOC105155087 [Acromyrmex echinatior]"
"49432","Sinv_RNA-XM_026139743.1_R1","gene_12478","uncharacterized protein LOC112455873 [Temnothorax curvispinosus]"
"49433","Aech_RNA14474_R0","gene_12479","PREDICTED: uncharacterized protein LOC105149349 [Acromyrmex echinatior]"
"49434","Aech_RNA14469_R0","gene_12480","PREDICTED: pinin isoform X1 [Acromyrmex echinatior]"
"49437","Aech_RNA14470_R0","gene_12480","PREDICTED: pinin isoform X2 [Acromyrmex echinatior]"
"49438","Mpha_ver3_rna-XM_036284313.1_R0","gene_12480","PREDICTED: pinin isoform X1 [Acromyrmex echinatior]"
"49439","Aech_RNA14471_R0","gene_12480","PREDICTED: pinin isoform X3 [Acromyrmex echinatior]"
"49440","Aech_RNA14465_R0","gene_12481","PREDICTED: zinc transporter ZIP9-A [Acromyrmex echinatior]"
"49443","Mpha_ver3_rna-XM_036284401.1_R0","gene_12481","PREDICTED: zinc transporter ZIP9-A [Acromyrmex echinatior]"
"49444","Sinv_RNA-XM_026140146.1_R9","gene_12293","PREDICTED: uncharacterized protein PF11_0207-like [Wasmannia auropunctata]"
"49445","Aech_RNA14461_R0","gene_12482","PREDICTED: solute carrier family 35 member E1 homolog [Acromyrmex echinatior]"
"49447","Mpha_ver3_rna-XM_028190383.2_R0","gene_12482","PREDICTED: solute carrier family 35 member E1 homolog [Acromyrmex echinatior]"
"49448","Sinv_RNA-XM_026139483.1_R4","gene_12483","PREDICTED: uncharacterized protein LOC108730380 [Trachymyrmex zeteki]"
"49449","Mpha_ver3_rna-XM_036292104.1_R0","gene_12484","PREDICTED: LOW QUALITY PROTEIN: nuclear factor related to kappa-B-binding protein [Acromyrmex echinatior]"
"49450","Sinv_RNA-XM_026140733.1_R2","gene_12485","PREDICTED: tigger transposable element-derived protein 1-like [Trachymyrmex cornetzi]"
"49452","Sinv_RNA-XM_026141549.1_R9","gene_12486","Copia protein, partial [Acromyrmex echinatior]"
"49453","Mpha_ver3_rna-XM_036283020.1_R1","gene_12487","gag-pol polyprotein [Lasius niger]"
"49454","Aech_RNA17814_R2","gene_12488","reverse transcriptase [Lasius niger]"
"49455","Aech_RNA9926_R3","gene_12294","hypothetical protein ALC57_15397 [Trachymyrmex cornetzi]"
"49456","Aech_RNA13103_R0","gene_12295","PREDICTED: uncharacterized protein LOC105148524 [Acromyrmex echinatior]"
"49457","Mpha_ver3_rna-XM_036292602.1_R1","gene_12296","hypothetical protein ALC57_05662 [Trachymyrmex cornetzi]"
"49458","Mpha_ver3_rna-XM_036285868.1_R7","gene_12298","uncharacterized protein LOC112466931 [Temnothorax curvispinosus]"
"49459","Aech_RNA13096_R0","gene_12297","PREDICTED: peroxisomal biogenesis factor 19 isoform X1 [Acromyrmex echinatior]"
"49462","Aech_RNA13098_R0","gene_12297","PREDICTED: peroxisomal biogenesis factor 19 isoform X2 [Acromyrmex echinatior]"
"49463","Aech_RNA13100_R0","gene_12297","PREDICTED: peroxisomal biogenesis factor 19 isoform X3 [Acromyrmex echinatior]"
"49464","Mpha_ver3_rna-XM_036292111.1_R0","gene_12297","PREDICTED: peroxisomal biogenesis factor 19 isoform X1 [Acromyrmex echinatior]"
"49465","Mpha_ver3_rna-XM_036292107.1_R0","gene_12297","PREDICTED: peroxisomal biogenesis factor 19 isoform X1 [Acromyrmex echinatior]"
"49466","Mpha_ver3_rna-XM_036292106.1_R0","gene_12297","PREDICTED: peroxisomal biogenesis factor 19 isoform X1 [Acromyrmex echinatior]"
"49467","Mpha_ver3_rna-XM_036292109.1_R0","gene_12297","PREDICTED: peroxisomal biogenesis factor 19 isoform X1 [Acromyrmex echinatior]"
"49468","Mpha_ver3_rna-XM_036292407.1_R0","gene_12489","PREDICTED: snRNA-activating protein complex subunit 3 [Atta cephalotes]"
"49470","Aech_RNA13095_R0","gene_12489","PREDICTED: snRNA-activating protein complex subunit 3 [Acromyrmex echinatior]"
"49471","Sinv_RNA-XM_026140055.1_R0","gene_12489","PREDICTED: snRNA-activating protein complex subunit 3 [Atta cephalotes]"
"49472","Sinv_RNA-XM_011176507.1_R7","gene_12299","hypothetical protein ALC60_14489 [Trachymyrmex zeteki]"
"49473","Mpha_ver3_rna-XM_012679949.2_R0","gene_12300","golgin subfamily A member 6-like protein 22 [Solenopsis invicta]"
"49474","Sinv_RNA-XM_026142141.1_R4","gene_12301","hypothetical protein G5I_08597 [Acromyrmex echinatior]"
"49475","Aech_RNA13094_R0","gene_12302","PREDICTED: transmembrane and TPR repeat-containing protein 4 isoform X1 [Acromyrmex echinatior]"
"49478","Aech_RNA13091_R0","gene_12302","PREDICTED: transmembrane and TPR repeat-containing protein 4 isoform X2 [Acromyrmex echinatior]"
"49479","Aech_RNA13093_R0","gene_12302","PREDICTED: transmembrane and TPR repeat-containing protein 4 isoform X3 [Acromyrmex echinatior]"
"49480","Mpha_ver3_rna-XM_028190520.2_R0","gene_12302","PREDICTED: transmembrane and TPR repeat-containing protein 4 isoform X2 [Acromyrmex echinatior]"
"49481","Mpha_ver3_rna-XM_036292405.1_R0","gene_12302","PREDICTED: transmembrane and TPR repeat-containing protein 4 isoform X2 [Acromyrmex echinatior]"
"49482","Mpha_ver3_rna-XM_036292404.1_R0","gene_12302","PREDICTED: transmembrane and TPR repeat-containing protein 4 isoform X2 [Acromyrmex echinatior]"
"49483","Sinv_RNA-XM_026139292.1_R5","gene_12491","putative nuclease HARBI1 isoform X1 [Formica exsecta]"
"49487","Sinv_RNA-XM_026133093.1_R0","gene_12491","putative nuclease HARBI1 [Temnothorax curvispinosus]"
"49488","Mpha_ver3_rna-XM_036289547.1_R3","gene_12491","putative nuclease HARBI1 [Temnothorax curvispinosus]"
"49489","Aech_RNA13088_R0","gene_12490","PREDICTED: uncharacterized protein LOC105148519 [Acromyrmex echinatior]"
"49491","Mpha_ver3_rna-XM_036292845.1_R0","gene_12490","PREDICTED: uncharacterized protein LOC105148519 [Acromyrmex echinatior]"
"49492","Mpha_ver3_rna-XM_036291045.1_R0","gene_12490","PREDICTED: uncharacterized protein LOC105148519 [Acromyrmex echinatior]"
"49493","Mpha_ver3_rna-XM_012669495.3_R2","gene_12303","PREDICTED: putative nuclease HARBI1 [Trachymyrmex cornetzi]"
"49494","Sinv_RNA-XM_026141319.1_R4","gene_12304","PREDICTED: uncharacterized protein LOC105148523, partial [Acromyrmex echinatior]"
"49495","Aech_RNA5129_R5","gene_12492","PREDICTED: uncharacterized protein LOC108777630 [Cyphomyrmex costatus]"
"49496","Sinv_RNA-XM_011159530.1_R7","gene_12493","PREDICTED: uncharacterized protein LOC105571079 [Vollenhovia emeryi]"
"49497","Sinv_RNA-XM_026139144.1_R0","gene_12305","PREDICTED: uncharacterized protein LOC108769799 [Trachymyrmex cornetzi]"
"49499","Sinv_RNA-XM_026139145.1_R0","gene_12305","PREDICTED: uncharacterized protein LOC108769799 [Trachymyrmex cornetzi]"
"49501","Sinv_RNA-XM_026139146.1_R0","gene_12305","PREDICTED: uncharacterized protein LOC108769799 [Trachymyrmex cornetzi]"
"49502","Aech_RNA13084_R0","gene_12305","PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC105623865 [Atta cephalotes]"
"49503","Aech_RNA12003_R0","gene_12306","PREDICTED: protein kinase C delta type-like isoform X1 [Acromyrmex echinatior]"
"49504","Aech_RNA12001_R0","gene_12306","PREDICTED: putative protein kinase C delta type homolog isoform X2 [Acromyrmex echinatior]"
"49505","Aech_RNA12002_R0","gene_12306","PREDICTED: protein kinase C eta type-like isoform X3 [Acromyrmex echinatior]"
"49506","Mpha_ver3_rna-XM_036291171.1_R3","gene_12307","Mariner Mos1 transposase [Acromyrmex echinatior]"
"49507","Mpha_ver3_rna-XM_036293875.1_R0","gene_12494","PREDICTED: uncharacterized protein LOC105674205 [Linepithema humile]"
"49508","Mpha_ver3_rna-XM_012688131.3_R0","gene_12308","PREDICTED: putative nuclease HARBI1 [Cyphomyrmex costatus]"
"49509","Aech_RNA11999_R0","gene_12309","PREDICTED: uncharacterized protein LOC105147868 isoform X1 [Acromyrmex echinatior]"
"49511","Aech_RNA12000_R0","gene_12309","PREDICTED: uncharacterized protein LOC105147868 isoform X2 [Acromyrmex echinatior]"
"49512","Mpha_ver3_rna-XM_012672635.2_R0","gene_12495","putative nuclease HARBI1 isoform X1 [Pseudomyrmex gracilis]"
"49513","Aech_RNA11995_R0","gene_12496","PREDICTED: neural Wiskott-Aldrich syndrome protein isoform X1 [Acromyrmex echinatior]"
"49514","Aech_RNA11997_R0","gene_12496","PREDICTED: neural Wiskott-Aldrich syndrome protein isoform X2 [Acromyrmex echinatior]"
"49515","Aech_RNA11996_R0","gene_12496","PREDICTED: neural Wiskott-Aldrich syndrome protein isoform X3 [Acromyrmex echinatior]"
"49516","Mpha_ver3_rna-XM_028189554.2_R0","gene_12496","PREDICTED: neural Wiskott-Aldrich syndrome protein isoform X1 [Acromyrmex echinatior]"
"49517","Sinv_RNA-XM_011174225.2_R0","gene_12497","PREDICTED: uncharacterized protein LOC108779793 [Cyphomyrmex costatus]"
"49519","Aech_RNA21276_R8","gene_12498","PREDICTED: histone-lysine N-methyltransferase SETMAR-like [Vollenhovia emeryi]"
"49520","Aech_RNA9969_R8","gene_12310","PREDICTED: THAP domain-containing protein 6-like [Acromyrmex echinatior]"
"49521","Aech_RNA11989_R0","gene_12499","PREDICTED: zinc finger and SCAN domain-containing protein 12-like isoform X1 [Acromyrmex echinatior]"
"49524","Sinv_RNA-XM_011174350.2_R0","gene_12499","PREDICTED: zinc finger and SCAN domain-containing protein 12-like isoform X1 [Acromyrmex echinatior]"
"49525","Aech_RNA2103_R6","gene_12311","PREDICTED: uncharacterized protein LOC105153419 [Acromyrmex echinatior]"
"49526","Mpha_ver3_rna-XM_036285856.1_R3","gene_12311","hypothetical protein ALC60_13754 [Trachymyrmex zeteki]"
"49528","Aech_RNA7203_R6","gene_12313","Matrix metalloproteinase-14 [Trachymyrmex cornetzi]"
"49531","Mpha_ver3_rna-XM_036287490.1_R0","gene_12312","hypothetical protein ALC57_02228 [Trachymyrmex cornetzi]"
"49534","Aech_RNA14458_R1","gene_12314","hypothetical protein ALC60_04649 [Trachymyrmex zeteki]"
"49535","Mpha_ver3_rna-XM_036286089.1_R1","gene_12315","hypothetical protein ALC57_17595, partial [Trachymyrmex cornetzi]"
"49536","Aech_RNA9965_R9","gene_12500","hypothetical protein ALC57_14496 [Trachymyrmex cornetzi]"
"49537","Mpha_ver3_rna-XM_036292489.1_R8","gene_12502","PREDICTED: uncharacterized protein LOC108759160 [Trachymyrmex cornetzi]"
"49538","Aech_RNA3346_R1","gene_12316","PREDICTED: uncharacterized protein LOC105154849 [Acromyrmex echinatior]"
"49539","Aech_RNA9052_R9","gene_12501","PREDICTED: uncharacterized protein LOC105146095 [Acromyrmex echinatior]"
"49540","Mpha_ver3_rna-XM_036288475.1_R8","gene_12317","hypothetical protein G5I_12233 [Acromyrmex echinatior]"
"49541","Sinv_RNA-XM_011165326.1_R4","gene_12318","uncharacterized protein LOC105205894 [Solenopsis invicta]"
"49544","Sinv_RNA-XM_011177245.2_R0","gene_12319","PREDICTED: serine/threonine-protein kinase GL21140 isoform X1 [Trachymyrmex cornetzi]"
"49546","Sinv_RNA-XM_011177246.2_R0","gene_12319","PREDICTED: serine/threonine-protein kinase GL21140 isoform X2 [Trachymyrmex cornetzi]"
"49548","Sinv_RNA-XM_011177247.2_R0","gene_12503","PREDICTED: LOW QUALITY PROTEIN: protein crumbs [Acromyrmex echinatior]"
"49549","Mpha_ver3_rna-XM_012681837.3_R0","gene_12503","PREDICTED: LOW QUALITY PROTEIN: protein crumbs [Acromyrmex echinatior]"
"49550","Mpha_ver3_rna-XM_012681838.3_R0","gene_12503","PREDICTED: LOW QUALITY PROTEIN: protein crumbs [Acromyrmex echinatior]"
"49551","Mpha_ver3_rna-XM_036293784.1_R0","gene_12503","PREDICTED: LOW QUALITY PROTEIN: protein crumbs [Acromyrmex echinatior]"
"49552","Aech_RNA16099_R0","gene_12320","PREDICTED: endonuclease G, mitochondrial [Acromyrmex echinatior]"
"49555","Sinv_RNA-XM_026134054.1_R0","gene_12320","PREDICTED: endonuclease G, mitochondrial [Acromyrmex echinatior]"
"49556","Aech_RNA16097_R0","gene_12321","PREDICTED: cell cycle checkpoint control protein RAD9A isoform X3 [Acromyrmex echinatior]"
"49559","Aech_RNA16096_R0","gene_12321","PREDICTED: cell cycle checkpoint control protein RAD9A isoform X1 [Acromyrmex echinatior]"
"49560","Aech_RNA16098_R0","gene_12321","PREDICTED: cell cycle checkpoint control protein RAD9A isoform X2 [Acromyrmex echinatior]"
"49561","Aech_RNA16095_R0","gene_12504","PREDICTED: vacuolar protein sorting-associated protein 29 [Microplitis demolitor]"
"49564","Aech_RNA16094_R0","gene_12322","PREDICTED: ubiquitin fusion degradation protein 1 homolog isoform X1 [Acromyrmex echinatior]"
"49567","Aech_RNA16093_R0","gene_12322","PREDICTED: ubiquitin fusion degradation protein 1 homolog isoform X2 [Acromyrmex echinatior]"
"49570","Aech_RNA16092_R0","gene_12505","PREDICTED: ubiquilin-1 [Atta colombica]"
"49573","Aech_RNA16090_R0","gene_12506","PREDICTED: uncharacterized protein LOC105150339 [Acromyrmex echinatior]"
"49576","Aech_RNA16089_R0","gene_12323","PREDICTED: adrenodoxin [Acromyrmex echinatior]"
"49579","Aech_RNA16087_R0","gene_12324","PREDICTED: protein PRRC2C-like isoform X1 [Acromyrmex echinatior]"
"49582","Aech_RNA16088_R0","gene_12324","PREDICTED: protein PRRC2C-like isoform X2 [Acromyrmex echinatior]"
"49585","Sinv_RNA-XM_011177262.2_R0","gene_12324","PREDICTED: protein PRRC2C-like isoform X1 [Acromyrmex echinatior]"
"49587","Aech_RNA16086_R0","gene_12324","PREDICTED: protein PRRC2C-like isoform X3 [Acromyrmex echinatior]"
"49588","Aech_RNA16084_R0","gene_12325","PREDICTED: protein zer-1 homolog [Acromyrmex echinatior]"
"49591","Aech_RNA16083_R0","gene_12507","PREDICTED: WD repeat-containing protein 78-like [Acromyrmex echinatior]"
"49593","Aech_RNA8746_R0","gene_12508","PREDICTED: uncharacterized protein LOC105145905 [Acromyrmex echinatior]"
"49595","Mpha_ver3_rna-XM_036293564.1_R0","gene_12508","PREDICTED: uncharacterized protein LOC105145905 [Acromyrmex echinatior]"
"49596","Mpha_ver3_rna-XM_036293565.1_R0","gene_12508","hypothetical protein G5I_05848 [Acromyrmex echinatior]"
"49597","Sinv_RNA-XM_011177253.2_R0","gene_12326","PREDICTED: THO complex subunit 6 homolog [Acromyrmex echinatior]"
"49599","Aech_RNA8745_R0","gene_12326","PREDICTED: THO complex subunit 6 homolog [Acromyrmex echinatior]"
"49600","Aech_RNA8744_R0","gene_12509","PREDICTED: aspartate aminotransferase, mitochondrial [Acromyrmex echinatior]"
"49603","Aech_RNA8743_R0","gene_12327","PREDICTED: protein SMG5 [Acromyrmex echinatior]"
"49606","Aech_RNA8739_R0","gene_12510","PREDICTED: uncharacterized protein LOC105145901 isoform X2 [Acromyrmex echinatior]"
"49608","Aech_RNA8741_R0","gene_12510","PREDICTED: uncharacterized protein LOC105145901 isoform X1 [Acromyrmex echinatior]"
"49609","Sinv_RNA-XM_011177266.2_R0","gene_12510","PREDICTED: uncharacterized protein LOC105145901 isoform X1 [Acromyrmex echinatior]"
"49610","Aech_RNA8738_R0","gene_12511","PREDICTED: thioredoxin-like protein 4A [Acromyrmex echinatior]"
"49613","Aech_RNA8736_R0","gene_12328","PREDICTED: tyrosine-protein phosphatase 10D [Acromyrmex echinatior]"
"49614","Sinv_RNA-XM_011177271.2_R0","gene_12328","Receptor-type tyrosine-protein phosphatase beta [Acromyrmex echinatior]"
"49615","Mpha_ver3_rna-XM_036295029.1_R0","gene_12328","Receptor-type tyrosine-protein phosphatase beta [Acromyrmex echinatior]"
"49616","Aech_RNA8735_R0","gene_12329","60S ribosomal protein L10a [Atta colombica]"
"49619","Aech_RNA8732_R0","gene_12512","PREDICTED: MOB kinase activator-like 2 isoform X1 [Acromyrmex echinatior]"
"49622","Sinv_RNA-XM_026133982.1_R0","gene_12512","PREDICTED: MOB kinase activator-like 2 [Atta cephalotes]"
"49624","Aech_RNA8733_R0","gene_12512","PREDICTED: MOB kinase activator-like 2 isoform X2 [Acromyrmex echinatior]"
"49625","Mpha_ver3_rna-XM_012676550.3_R0","gene_12512","MOB kinase activator-like 2 isoform X1 [Temnothorax curvispinosus]"
"49626","Aech_RNA8731_R0","gene_12330","hypothetical protein G5I_05839 [Acromyrmex echinatior]"
"49628","Mpha_ver3_rna-XM_036293513.1_R0","gene_12330","PREDICTED: uncharacterized protein LOC108763599 isoform X1 [Trachymyrmex cornetzi]"
"49629","Aech_RNA8730_R0","gene_12331","Palmitoyltransferase ZDHHC17 [Trachymyrmex septentrionalis]"
"49632","Sinv_RNA-XM_011177282.2_R0","gene_12331","PREDICTED: palmitoyltransferase ZDHHC17 [Atta cephalotes]"
"49634","Aech_RNA8729_R0","gene_12513","PREDICTED: ribosome biogenesis protein WDR12 homolog [Acromyrmex echinatior]"
"49637","Mpha_ver3_rna-XM_036293840.1_R0","gene_12332","protein alan shepard isoform X2 [Monomorium pharaonis]"
"49638","Aech_RNA8725_R0","gene_12333","PREDICTED: uncharacterized protein LOC105145927 [Acromyrmex echinatior]"
"49639","Sinv_RNA-XM_011177284.2_R0","gene_12514","PREDICTED: methyltransferase-like protein 2 [Acromyrmex echinatior]"
"49641","Aech_RNA8724_R0","gene_12514","PREDICTED: methyltransferase-like protein 2 [Acromyrmex echinatior]"
"49642","Aech_RNA8722_R0","gene_12334","PREDICTED: protein-tyrosine sulfotransferase-like [Acromyrmex echinatior]"
"49645","Aech_RNA8720_R0","gene_12515","PREDICTED: gephyrin-like [Acromyrmex echinatior]"
"49647","Mpha_ver3_rna-XM_012667327.3_R0","gene_12515","PREDICTED: gephyrin-like [Acromyrmex echinatior]"
"49648","Sinv_RNA-XM_011177675.2_R1","gene_12515","PREDICTED: gephyrin-like [Acromyrmex echinatior]"
"49649","Sinv_RNA-XM_026130161.1_R1","gene_12515","PREDICTED: gephyrin-like [Acromyrmex echinatior]"
"49650","Mpha_ver3_rna-XM_012686780.3_R1","gene_12515","PREDICTED: gephyrin-like [Acromyrmex echinatior]"
"49651","Mpha_ver3_rna-XM_036294684.1_R4","gene_12515","PREDICTED: gephyrin-like [Acromyrmex echinatior]"
"49653","Aech_RNA8719_R0","gene_12516","PREDICTED: AP-3 complex subunit beta-2 [Acromyrmex echinatior]"
"49656","Aech_RNA8718_R0","gene_12335","UPF0611 protein FAM169A [Acromyrmex echinatior]"
"49659","Aech_RNA8717_R0","gene_12517","PREDICTED: two pore calcium channel protein 1-like [Acromyrmex echinatior]"
"49662","Mpha_ver3_rna-XM_012679801.3_R0","gene_12517","PREDICTED: two pore calcium channel protein 1-like [Acromyrmex echinatior]"
"49663","Aech_RNA8716_R0","gene_12336","PREDICTED: mevalonate kinase-like [Acromyrmex echinatior]"
"49669","Aech_RNA8714_R0","gene_12338","PREDICTED: bolA-like protein 2 isoform X2 [Acromyrmex echinatior]"
"49670","Aech_RNA8715_R0","gene_12337","PREDICTED: probable dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase isoform X1 [Acromyrmex echinatior]"
"49673","Aech_RNA8713_R0","gene_12518","PREDICTED: proline dehydrogenase 1, mitochondrial [Acromyrmex echinatior]"
"49676","Mpha_ver3_rna-XM_028191580.2_R0","gene_12518","PREDICTED: proline dehydrogenase 1, mitochondrial [Acromyrmex echinatior]"
"49677","Aech_RNA8711_R0","gene_12339","PREDICTED: UNC93-like protein [Acromyrmex echinatior]"
"49680","Aech_RNA8710_R0","gene_12340","PREDICTED: uncharacterized protein LOC105145880 [Acromyrmex echinatior]"
"49681","Aech_RNA8708_R0","gene_12519","PREDICTED: uncharacterized protein LOC105145878 isoform X1 [Acromyrmex echinatior]"
"49684","Aech_RNA8709_R0","gene_12519","PREDICTED: uncharacterized protein LOC105145878 isoform X1 [Acromyrmex echinatior]"
"49685","Mpha_ver3_rna-XM_028191611.2_R0","gene_12519","PREDICTED: uncharacterized protein LOC105145878 isoform X1 [Acromyrmex echinatior]"
"49686","Aech_RNA8705_R0","gene_12341","PREDICTED: uncharacterized protein LOC105145879 [Acromyrmex echinatior]"
"49689","Aech_RNA8704_R0","gene_12342","PREDICTED: hepatitis A virus cellular receptor 1-like [Acromyrmex echinatior]"
"49690","Aech_RNA8703_R0","gene_12520","PREDICTED: uncharacterized protein LOC105145876 [Acromyrmex echinatior]"
"49693","Aech_RNA8702_R0","gene_12343","PREDICTED: anaphase-promoting complex subunit 7 [Acromyrmex echinatior]"
"49696","Aech_RNA8701_R0","gene_12521","PREDICTED: autophagy-related protein 23-like isoform X1 [Acromyrmex echinatior]"
"49697","Sinv_RNA-XM_011177986.2_R0","gene_12521","PREDICTED: autophagy-related protein 23-like isoform X1 [Acromyrmex echinatior]"
